# Frequency (Hz) | Slowness (s/m) | Stddev (s/m)
1.3931 0.001119181883358 0.000143810322740
1.4460 0.001173820339172 0.000138235151159
1.5009 0.001294806707366 0.000139289772462
1.5579 0.001273745612217 0.000161961313766
1.6170 0.001270284747847 0.000199479981582
1.6784 0.001301214195614 0.000179475588018
1.7421 0.001362322614134 0.000152183168850
1.8083 0.001409909362785 0.000119613143355
1.8769 0.001478691471478 0.000145352257416
1.9482 0.001565043094039 0.000143115505250
2.0221 0.001639086568203 0.000170778552735
2.0989 0.001715610072533 0.000166069610180
2.1786 0.001786952814580 0.000182440494339
2.2613 0.001824949434851 0.000187349306126
2.3471 0.001953883019844 0.000233848724073
2.4363 0.001997449464096 0.000216415981635
2.5287 0.002103399187582 0.000265723752504
2.6247 0.002141140669123 0.000264003543295
2.7244 0.002183678026306 0.000342892406884
2.8278 0.002232044038838 0.000441427630049
2.9352 0.002459810059258 0.000370505134168
3.0466 0.002581192898736 0.000346735906200
3.1623 0.002745627618037 0.000514833343158
3.2823 0.002896083365406 0.000489192351960
3.4069 0.003012381338872 0.000507125672638
3.5363 0.003295650052619 0.000410852138277
3.6705 0.003492206491170 0.000496149405307
3.8099 0.003730755153469 0.000492709691226
3.9545 0.003848142812499 0.000458644667168
4.1047 0.003956735363627 0.000484945241293
4.2605 0.004080847242862 0.000479961645847
4.4222 0.004016210526331 0.000646106483229
4.5901 0.004405795963870 0.000569180266318
4.7644 0.004627548491609 0.000482614545644
4.9453 0.004786897798464 0.000527633724687
5.1330 0.004793472944836 0.000516501311031
5.3279 0.004823780193062 0.000499213696171
5.5301 0.005098716130359 0.000384320368948
5.7401 0.005179622555192 0.000538398762298
5.9580 0.005604857356710 0.000501715251163
6.1842 0.005613269760365 0.000531944610551
6.4190 0.005516463526761 0.000549308161753
6.6627 0.005984361578218 0.000887621534718
6.9156 0.006218078106212 0.000760160548392
7.1782 0.005931122302678 0.000727576884813
7.4507 0.005807884110901 0.000665922858162
